heat_id,grade_id,source,C,Mn,Cr,Mo,Ni,Si,V,Cu,Al,austenitize_T,quench_medium,temper_T,tensile_strength,yield_strength,elongation,reduction_area,impact_J_avg,condition,hardness,split,data_tier,steel_family
emk_EMK0417_398,EMK0417,EMK_spec,0.03,2.0,19.0,,11.0,1.0,0.0,,,1050.0,water,,520.0,240.0,45.0,50.1,97.8,,31.5,pretrain,emk_spec_verified,stainless_austenitic
emk_EMK0417_399,EMK0417,EMK_spec,0.03,2.0,19.0,,11.0,1.0,0.0,,,1050.0,water,,500.0,240.0,45.0,48.6,99.9,,29.0,pretrain,emk_spec_verified,stainless_austenitic
emk_EMK0422_408,EMK0422,EMK_spec,0.285,1.5,12.75,0.6,,1.0,0.0,,,1000.0,oil,650.0,850.0,650.0,9.0,39.4,43.9,,63.4,pretrain,emk_spec_verified,stainless_martensitic
emk_EMK0425_409,EMK0425,EMK_spec,0.2,1.0,11.25,1.0,0.55,0.325,0.3,0.03,0.04,1000.0,oil,650.0,690.0,490.0,17.0,23.8,66.1,,48.7,pretrain,emk_spec_verified,stainless_martensitic
emk_EMK0426_410,EMK0426,EMK_spec,0.205,1.5,13.0,,,1.0,0.0,,,1000.0,oil,650.0,650.0,450.0,12.0,36.8,59.6,,12.0,pretrain,emk_spec_verified,stainless_martensitic
emk_EMK0429_413,EMK0429,EMK_spec,0.02,2.0,20.0,4.5,25.0,0.7,0.0,1.6,,1050.0,water,,530.0,270.0,35.0,59.6,126.5,,33.0,pretrain,emk_spec_verified,stainless_austenitic
emk_EMK0429_414,EMK0429,EMK_spec,0.02,2.0,20.0,4.5,25.0,0.7,0.0,1.6,,1050.0,water,,530.0,260.0,35.0,43.3,99.9,,33.2,pretrain,emk_spec_verified,stainless_austenitic
emk_EMK0429_415,EMK0429,EMK_spec,0.02,2.0,20.0,4.5,25.0,0.7,0.0,1.6,,1050.0,water,,520.0,260.0,35.0,43.6,108.7,,33.6,pretrain,emk_spec_verified,stainless_austenitic
emk_EMK0430_416,EMK0430,EMK_spec,0.015,2.0,17.5,0.2,15.0,4.1,0.0,,,1050.0,water,,530.0,260.0,40.0,49.5,92.1,,33.8,pretrain,emk_spec_verified,stainless_austenitic
emk_EMK0431_417,EMK0431,EMK_spec,0.02,0.02,25.0,2.25,22.0,0.7,0.0,,,1050.0,water,,540.0,135.0,40.0,49.6,146.2,,32.7,pretrain,emk_spec_verified,stainless_austenitic
emk_EMK0439_425,EMK0439,EMK_spec,0.17,1.5,16.25,,2.0,1.0,0.0,,,1020.0,water,,800.0,600.0,14.0,32.2,25.0,,60.1,pretrain,emk_spec_verified,stainless_duplex
emk_EMK0444_430,EMK0444,EMK_spec,0.145,1.0,13.0,,,1.0,0.0,,,,,,650.0,450.0,14.0,23.4,49.2,,70.0,pretrain,emk_spec_verified,stainless_ferritic
emk_EMK0453_434,EMK0453,EMK_spec,0.115,1.5,12.5,,0.75,1.0,0.0,,,,,,550.0,400.0,15.0,42.0,92.2,,33.4,pretrain,emk_spec_verified,stainless_ferritic
emk_EMK0454_435,EMK0454,EMK_spec,0.11,6.25,18.5,,7.5,0.75,0.0,,,1050.0,water,,750.0,370.0,35.0,36.1,59.4,,56.2,pretrain,emk_spec_verified,stainless_austenitic
emk_EMK0459_440,EMK0459,EMK_spec,0.115,0.45,5.0,0.55,,0.325,0.0,0.3,0.04,870.0,air,620.0,430.0,116.0,,56.0,112.4,,23.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0464_443,EMK0464,EMK_spec,0.1,6.25,15.0,1.0,10.0,1.0,0.275,,,1050.0,water,,540.0,136.0,35.0,59.9,103.8,,33.0,pretrain,emk_spec_verified,stainless_austenitic
emk_EMK0465_444,EMK0465,EMK_spec,0.1,2.0,17.5,0.8,7.75,1.0,0.0,,,1050.0,water,,600.0,280.0,40.0,20.9,73.2,,41.1,pretrain,emk_spec_verified,stainless_austenitic
emk_EMK0478_454,EMK0478,EMK_spec,0.2,1.7,1.5,,,0.8,0.0,,,870.0,air,620.0,770.0,690.0,14.0,38.7,30.7,,70.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0478_455,EMK0478,EMK_spec,0.2,1.7,1.5,,,0.8,0.0,,,870.0,air,620.0,760.0,650.0,14.0,36.0,62.7,,70.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0478_456,EMK0478,EMK_spec,0.2,1.7,1.5,,,0.8,0.0,,,870.0,air,620.0,710.0,630.0,14.0,39.9,55.9,,70.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0499_496,EMK0499,EMK_spec,0.22,1.35,0.3,0.1,0.8,0.6,0.2,0.55,0.2,870.0,air,620.0,520.0,420.0,17.0,52.5,129.6,,32.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0499_497,EMK0499,EMK_spec,0.22,1.35,0.3,0.1,0.8,0.6,0.2,0.55,0.2,870.0,air,620.0,520.0,400.0,17.0,52.9,95.0,,32.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0501_506,EMK0501,EMK_spec,0.22,1.35,0.3,0.1,0.8,0.6,0.2,0.55,0.2,870.0,air,620.0,520.0,420.0,17.0,43.9,116.4,,32.3,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0501_507,EMK0501,EMK_spec,0.22,1.35,0.3,0.1,0.8,0.6,0.2,0.55,0.2,870.0,air,620.0,520.0,400.0,17.0,52.5,124.1,,33.3,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0506_532,EMK0506,EMK_spec,0.18,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,470.0,355.0,,44.2,82.5,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0506_533,EMK0506,EMK_spec,0.18,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,470.0,345.0,,46.9,121.3,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0506_534,EMK0506,EMK_spec,0.18,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,470.0,335.0,,51.0,104.2,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0506_535,EMK0506,EMK_spec,0.18,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,470.0,325.0,,44.0,103.3,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0506_536,EMK0506,EMK_spec,0.18,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,470.0,315.0,,51.3,138.6,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0506_537,EMK0506,EMK_spec,0.18,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,450.0,295.0,,47.1,137.5,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0506_538,EMK0506,EMK_spec,0.18,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,450.0,285.0,,46.7,138.1,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0506_539,EMK0506,EMK_spec,0.18,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,450.0,275.0,,52.8,87.7,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0508_544,EMK0508,EMK_spec,0.2,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,470.0,355.0,,51.9,126.5,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0508_545,EMK0508,EMK_spec,0.2,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,470.0,345.0,,45.4,94.1,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0508_546,EMK0508,EMK_spec,0.2,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,470.0,335.0,,57.9,141.5,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0508_547,EMK0508,EMK_spec,0.2,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,470.0,325.0,,55.8,105.0,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0508_548,EMK0508,EMK_spec,0.2,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,470.0,315.0,,48.9,140.0,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0508_549,EMK0508,EMK_spec,0.2,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,450.0,295.0,,49.8,133.4,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0508_550,EMK0508,EMK_spec,0.2,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,450.0,285.0,,48.7,97.6,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0508_551,EMK0508,EMK_spec,0.2,1.275,0.3,0.1,0.5,0.5,0.12,0.55,,900.0,,,450.0,275.0,,45.2,124.0,,70.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0570_757,EMK0570,EMK_spec,0.16,2.1,0.3,0.2,0.8,0.5,0.12,0.55,,870.0,air,620.0,500.0,420.0,17.0,52.3,102.2,,29.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0570_758,EMK0570,EMK_spec,0.16,2.1,0.3,0.2,0.8,0.5,0.12,0.55,,870.0,air,620.0,500.0,400.0,17.0,40.8,141.4,,29.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0570_759,EMK0570,EMK_spec,0.16,2.1,0.3,0.2,0.8,0.5,0.12,0.55,,870.0,air,620.0,500.0,390.0,17.0,41.3,143.1,,31.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0577_773,EMK0577,EMK_spec,0.2,1.7,0.16,,,0.6,0.2,,,900.0,,,530.0,460.0,15.0,51.0,127.6,,33.6,pretrain,emk_spec_verified,carbon_low
emk_EMK0577_774,EMK0577,EMK_spec,0.2,1.7,0.16,,,0.6,0.2,,,900.0,,,530.0,440.0,15.0,42.0,144.9,,33.9,pretrain,emk_spec_verified,carbon_low
emk_EMK0577_775,EMK0577,EMK_spec,0.2,1.7,0.16,,,0.6,0.2,,,900.0,,,530.0,430.0,15.0,54.5,142.0,,32.4,pretrain,emk_spec_verified,carbon_low
emk_EMK0582_779,EMK0582,EMK_spec,0.11,1.75,0.15,0.15,0.15,0.65,0.03,0.5,,900.0,,,430.0,330.0,20.0,58.9,120.9,После сварки,23.4,pretrain,emk_spec_verified,carbon_low
emk_EMK0582_780,EMK0582,EMK_spec,0.11,1.75,0.15,0.15,0.15,0.65,0.03,0.5,,900.0,,,430.0,330.0,20.0,43.5,111.5,После термообработки,21.2,pretrain,emk_spec_verified,carbon_low
emk_EMK0605_799,EMK0605,EMK_spec,0.18,1.6,0.25,0.15,0.3,0.35,0.1,0.35,0.04,900.0,,,460.0,355.0,,43.6,102.1,,26.3,pretrain,emk_spec_verified,carbon_low
emk_EMK0605_800,EMK0605,EMK_spec,0.18,1.6,0.25,0.15,0.3,0.35,0.1,0.35,0.04,900.0,,,460.0,355.0,,46.9,99.0,,26.5,pretrain,emk_spec_verified,carbon_low
emk_EMK0605_801,EMK0605,EMK_spec,0.18,1.6,0.25,0.15,0.3,0.35,0.1,0.35,0.04,900.0,,,460.0,345.0,,57.9,105.3,,27.6,pretrain,emk_spec_verified,carbon_low
emk_EMK0605_802,EMK0605,EMK_spec,0.18,1.6,0.25,0.15,0.3,0.35,0.1,0.35,0.04,900.0,,,440.0,335.0,,48.1,118.1,,22.8,pretrain,emk_spec_verified,carbon_low
emk_EMK0606_803,EMK0606,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,420.0,,42.8,133.3,,28.4,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0606_804,EMK0606,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,400.0,,59.8,138.1,,28.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0606_805,EMK0606,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,390.0,,55.9,90.2,,29.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0606_806,EMK0606,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,380.0,,56.8,101.1,,29.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0606_807,EMK0606,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,380.0,,52.0,137.0,,31.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0606_808,EMK0606,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,480.0,380.0,,40.3,100.1,,26.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0607_809,EMK0607,EMK_spec,0.14,1.7,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,520.0,460.0,,43.5,118.0,,34.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0607_810,EMK0607,EMK_spec,0.14,1.7,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,520.0,440.0,,50.8,126.5,,30.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0607_811,EMK0607,EMK_spec,0.14,1.7,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,520.0,420.0,,56.8,124.6,,31.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0607_812,EMK0607,EMK_spec,0.14,1.7,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,415.0,,41.4,83.7,,30.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0607_813,EMK0607,EMK_spec,0.14,1.7,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,405.0,,45.8,95.2,,28.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0607_814,EMK0607,EMK_spec,0.14,1.7,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,400.0,,57.0,112.2,,28.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0608_815,EMK0608,EMK_spec,0.14,2.0,0.3,0.25,1.0,0.55,0.08,0.35,0.035,870.0,air,620.0,560.0,500.0,,44.4,128.3,,37.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0608_816,EMK0608,EMK_spec,0.14,2.0,0.3,0.25,1.0,0.55,0.08,0.35,0.035,870.0,air,620.0,560.0,480.0,,43.1,91.7,,36.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0608_817,EMK0608,EMK_spec,0.14,2.0,0.3,0.25,1.0,0.55,0.08,0.35,0.035,870.0,air,620.0,560.0,460.0,,44.2,118.2,,35.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0608_818,EMK0608,EMK_spec,0.14,2.0,0.3,0.25,1.0,0.55,0.08,0.35,0.035,870.0,air,620.0,540.0,455.0,,59.1,96.9,,35.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0608_819,EMK0608,EMK_spec,0.14,2.0,0.3,0.25,1.0,0.55,0.08,0.35,0.035,870.0,air,620.0,540.0,445.0,,44.8,147.0,,35.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0608_820,EMK0608,EMK_spec,0.14,2.0,0.3,0.25,1.0,0.55,0.08,0.35,0.035,870.0,air,620.0,540.0,440.0,,43.9,120.8,,35.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0609_821,EMK0609,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,420.0,,49.9,143.2,,29.3,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0609_822,EMK0609,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,400.0,,50.8,113.0,,31.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0609_823,EMK0609,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,390.0,,53.5,147.0,,31.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0609_824,EMK0609,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,480.0,390.0,,48.1,93.3,,27.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0609_825,EMK0609,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,480.0,380.0,,51.7,126.5,,26.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0609_826,EMK0609,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,480.0,380.0,,44.2,124.7,,27.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0609_827,EMK0609,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,470.0,370.0,,52.5,112.0,,27.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0610_828,EMK0610,EMK_spec,0.14,1.7,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,520.0,460.0,,53.1,80.6,,30.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0610_829,EMK0610,EMK_spec,0.14,1.7,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,520.0,440.0,,57.9,97.4,,30.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0610_830,EMK0610,EMK_spec,0.14,1.7,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,520.0,420.0,,41.5,149.4,,31.3,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0610_831,EMK0610,EMK_spec,0.14,1.7,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,515.0,415.0,,43.1,149.4,,32.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0610_832,EMK0610,EMK_spec,0.14,1.7,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,515.0,405.0,,41.5,142.0,,29.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0610_833,EMK0610,EMK_spec,0.14,1.7,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,515.0,400.0,,45.3,104.1,,31.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0610_834,EMK0610,EMK_spec,0.14,1.7,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,480.0,380.0,,58.8,133.8,,29.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0611_835,EMK0611,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,560.0,500.0,,45.5,139.5,,34.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0611_836,EMK0611,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,560.0,480.0,,45.4,127.5,,36.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0611_837,EMK0611,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,560.0,460.0,,44.6,119.8,,37.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0611_838,EMK0611,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,540.0,455.0,,46.5,88.8,,35.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0611_839,EMK0611,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,540.0,445.0,,47.4,111.5,,35.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0611_840,EMK0611,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,540.0,440.0,,44.6,101.2,,32.4,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0611_841,EMK0611,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,520.0,420.0,,51.8,133.4,,32.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0612_842,EMK0612,EMK_spec,0.16,1.7,0.4,0.6,1.0,0.55,0.08,0.4,0.0575,870.0,air,620.0,590.0,550.0,,54.2,94.6,,39.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0612_843,EMK0612,EMK_spec,0.16,1.7,0.4,0.6,1.0,0.55,0.08,0.4,0.0575,870.0,air,620.0,590.0,530.0,,58.1,140.2,,39.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0612_844,EMK0612,EMK_spec,0.16,1.7,0.4,0.6,1.0,0.55,0.08,0.4,0.0575,870.0,air,620.0,590.0,510.0,,54.4,121.4,,40.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0612_845,EMK0612,EMK_spec,0.16,1.7,0.4,0.6,1.0,0.55,0.08,0.4,0.0575,870.0,air,620.0,570.0,490.0,,56.4,140.9,,37.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0612_846,EMK0612,EMK_spec,0.16,1.7,0.4,0.6,1.0,0.55,0.08,0.4,0.0575,870.0,air,620.0,570.0,485.0,,50.4,105.7,,36.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0612_847,EMK0612,EMK_spec,0.16,1.7,0.4,0.6,1.0,0.55,0.08,0.4,0.0575,870.0,air,620.0,570.0,480.0,,49.4,122.0,,36.5,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0612_848,EMK0612,EMK_spec,0.16,1.7,0.4,0.6,1.0,0.55,0.08,0.4,0.0575,870.0,air,620.0,540.0,475.0,,59.3,84.1,,34.4,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0613_849,EMK0613,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,720.0,620.0,,39.9,63.3,,51.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0613_850,EMK0613,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,720.0,620.0,,30.7,57.5,,50.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0613_851,EMK0613,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,720.0,620.0,,38.0,51.0,,53.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0613_852,EMK0613,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,720.0,620.0,,33.8,32.9,,50.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0613_853,EMK0613,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,720.0,620.0,,25.8,33.1,,50.5,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0613_854,EMK0613,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,720.0,620.0,,25.8,64.2,,52.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0613_855,EMK0613,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,720.0,620.0,,34.4,64.2,,52.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0614_856,EMK0614,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,770.0,690.0,,25.5,49.1,,57.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0614_857,EMK0614,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,770.0,690.0,,31.8,48.6,,59.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0614_858,EMK0614,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,770.0,690.0,,34.8,68.1,,58.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0614_859,EMK0614,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,770.0,690.0,,27.2,49.2,,57.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0614_860,EMK0614,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,770.0,690.0,,25.2,77.7,,58.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0614_861,EMK0614,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,770.0,690.0,,32.2,66.1,,55.5,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0614_862,EMK0614,EMK_spec,0.14,1.7,0.3,0.25,1.0,0.55,0.08,0.4,0.035,870.0,air,620.0,770.0,690.0,,28.9,30.7,,58.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0615_863,EMK0615,EMK_spec,0.14,1.325,0.25,0.012,0.08,0.55,0.06,0.3,0.035,900.0,,,460.0,355.0,,51.8,142.8,,25.3,pretrain,emk_spec_verified,carbon_low
emk_EMK0615_864,EMK0615,EMK_spec,0.14,1.325,0.25,0.012,0.08,0.55,0.06,0.3,0.035,900.0,,,460.0,355.0,,45.8,136.6,,27.6,pretrain,emk_spec_verified,carbon_low
emk_EMK0615_865,EMK0615,EMK_spec,0.14,1.325,0.25,0.012,0.08,0.55,0.06,0.3,0.035,900.0,,,460.0,345.0,,59.7,149.0,,25.8,pretrain,emk_spec_verified,carbon_low
emk_EMK0615_866,EMK0615,EMK_spec,0.14,1.325,0.25,0.012,0.08,0.55,0.06,0.3,0.035,900.0,,,460.0,335.0,,45.4,89.8,,26.9,pretrain,emk_spec_verified,carbon_low
emk_EMK0617_871,EMK0617,EMK_spec,0.14,1.325,0.25,0.008,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,470.0,355.0,,41.0,112.1,,27.5,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0617_872,EMK0617,EMK_spec,0.14,1.325,0.25,0.008,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,470.0,355.0,,44.1,87.9,,28.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0617_873,EMK0617,EMK_spec,0.14,1.325,0.25,0.008,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,470.0,345.0,,52.3,121.8,,28.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0617_874,EMK0617,EMK_spec,0.14,1.325,0.25,0.008,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,470.0,335.0,,57.6,107.5,,27.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0618_875,EMK0618,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,420.0,,45.5,122.0,,28.4,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0618_876,EMK0618,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,400.0,,46.9,109.6,,31.5,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0618_877,EMK0618,EMK_spec,0.14,1.65,0.25,0.25,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,390.0,,45.0,126.9,,29.0,pretrain,emk_spec_verified,low_alloy_normalized
